run_id,ts,suite,config,kv_dtype,model_key,gpu,task,idx,metric,score,gold,pred,latency_ms,out_sha1,out_len,prompt_tokens,max_new_tokens,truncated,gpu_kv_cache_tokens,desc,own_gpu_intruders,foreign_gpu_count,foreign_max_util,level,log
20260901-193344-m5-longbench,2026-09-01T19:34:56.493554+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,10,qa_f1,0.1,"Yes, individual molecules of indeno[1,2-a]fluorene can switch between open-shell and closed-shell states by changing their adsorption site on the surface.",Yes.,2351.6,c53c562dab4b33b3,4,9568,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:34:59.342861+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,11,qa_f1,0.526316,3-D printing and software development.,"Danny works in his field of interest, which is 3-D printing and software development.",2577.2,7c8e6cdf48a94888,85,9914,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:34:59.941419+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,12,qa_f1,0.642857,90 μg for women and 120 μg for men.,The recommended daily intake of vitamin K for adult women is 90 μg and for adult men is 120 μg.,334.7,11ed61641ce2607a,95,14922,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:00.354467+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,13,qa_f1,0.181818,"Watt, one joule per second.",The SI unit of power is the watt.,150.4,59556935e1d06d40,33,8252,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:03.027362+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,14,qa_f1,0.285714,Flexibility.,The real advantage is one of flexibility.,2409.8,085f6e8e67bf2753,41,9647,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:03.999268+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,15,qa_f1,1.0,Jacob C. Landau.,Jacob C. Landau,682.7,3cbf0efa437ba841,15,2902,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:06.510414+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,16,qa_f1,0.380952,An unsupervised method based on the information bottleneck and contrastive learning.,The main methodology used in the research is an unsupervised method based on the information bottleneck to capture both referential complexity and task-specific utility for adequate exploration in sparse social communication scenarios in multi-agent reinforcement learning (MARL).,2239.0,83303533f19d6c32,280,7922,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:09.485015+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,17,qa_f1,0.156863,Using the vacuum Einstein equation and the Baez-Bunn form.,"From the simplified form of the vacuum Einstein equations, applied to a test ball in free fall alongside one of the infalling observers, the function \(\beta(r)\) is determined, up to two integration constants. These constants are fixed by the initial condition for the infalling observers and the Ne",2705.4,e6ad99a8aef4d52d,332,9030,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:12.480724+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,18,qa_f1,0.888889,The water depth in the Greater Ekofisk Area is 70-75 meters.,The water depth in the Greater Ekofisk Area is 70-75 metres.,2717.5,cea5bc2682cf3740,60,10197,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:13.725681+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,19,qa_f1,0.0,Other toxic products.,None of the vaccines were trialed against genuine placebo.,974.3,9734dd3050b1e2d4,58,3877,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:14.668842+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,20,qa_f1,1.0,"Margaret Way was born in Brisbane and died in Cleveland, Queensland, Australia.","Margaret Way was born in Brisbane and died in Cleveland, Queensland, Australia.",683.5,0a0870dbf238d286,79,2561,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:16.910409+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,21,qa_f1,0.666667,L = 8 and L = 14.,The benchmarking used chains of size L = 8 and L = 14.,1967.8,408ecd28aed69adb,54,7512,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:18.535738+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,22,qa_f1,0.0,5.,Five,1368.9,f8ed82841b9b517e,4,5704,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:20.112184+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,23,qa_f1,1.0,"Lasa, Gitastrophe, and Shadoks.","Lasa, Gitastrophe, and Shadoks",1303.0,63155f24307fe88b,30,5182,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:23.621555+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,24,qa_f1,0.08,It required the transformation to be limited to specific data and a visual depiction representing specific objects or substances.,The court in In re Ferguson concluded that the method claims did not satisfy the transformation prong of the Bilski test because the claims did not require the use of a machine or transform the substance into a different state or thing.,3239.8,4d42b6e913b452a4,236,11088,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:25.594918+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,25,qa_f1,0.545455,"As the transition probability increases, the learning rate initially rises and then declines.","As the environmental transition probability increases, the evolved learning rate η p decreases.",1707.8,64938cd11552c1b9,95,6453,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:28.673172+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,26,qa_f1,0.536585,A subset that form via kinetic rate processes from state-selected Rydberg gases.,"This study focuses on the subset of ultracold neutral plasmas that form via kinetic rate processes from state-selected Rydberg gases, particularly emphasizing the distinctive dynamics found in the evolution of molecular ultracold plasmas.",2791.2,1b81b68a7c7d7ae9,238,9438,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:32.847597+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,27,qa_f1,0.181818,Wearable sensors.,"Wearable sensors are now capable of estimating physical activity levels and physiological outcomes (heart rate, skin conductance) of older adults.",3911.9,65d708dd39e005b4,146,13364,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:35.223131+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,28,qa_f1,0.166667,Fairness.,The decision to base the water rates on usage reflected a principle of fairness.,2096.8,1df0995f29b84405,80,7747,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:37.884858+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,29,qa_f1,0.190476,"""I have seen the Lord."".",Mary told the disciples that she had seen the Lord and that he had said certain things to her.,2404.8,11391c52cf125b92,94,8611,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:39.211962+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,30,qa_f1,0.0,"Verifying other meta-information such as patient's gender, age, race, etc.",Developing a robust and flexible research infrastructure to conduct a more large-scale cross-sectional study.,1050.2,4b4467f0ceec6c40,109,3872,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:41.274736+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,31,qa_f1,0.956522,The authors used simulated data and real data from a wireless MISO channel.,The authors used both simulated data and real data from a wireless MISO channel.,1768.0,f14015faaed415aa,80,6537,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:41.863282+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,32,qa_f1,0.709677,The baseline is used as a reference for the mid point of the firewall for the developed side panel.,The baseline isn't used as a reference for the top longeron but references the midpoint of the firewall for the developed side panel.,311.2,c1663a693f096f9c,133,7780,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:43.888675+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,33,qa_f1,0.682927,It provides cover for the war and allows supporters of the illegal war to point to it.,"The new Iraqi Body Count organization provides cover for the war and allows supporters of the illegal war to point to it and insist/slur ""Things aren't so so bad!""",1758.0,7035dc2917d0af35,163,5797,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:46.159199+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,34,qa_f1,0.75,The time required to update the belief does not increase with the complexity of the environment.,"The time required to update the robot's belief does not increase with the complexity of the environment, which further highlights the practicality of our method.",1992.3,fc0afeff02b45220,161,7036,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:48.395707+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,35,qa_f1,1.0,The Tevatron Collider Run II started in March 2002 and is expected to continue until the end of this decade.,The Tevatron Collider Run II started in March 2002 and is expected to continue until the end of this decade.,1975.3,bc3ae9dc231a0af6,108,6886,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:49.154578+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,36,qa_f1,1.0,Four.,Four.,490.3,739cf7b62ef98a21,5,1988,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:52.404846+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,37,qa_f1,0.6875,"$\int f'(u) \psi^2 \le \int | \nabla \psi|^2, \forall \psi \in C_c^2$.","A solution \( u \) of \( -\Delta u = f(u) \) is stable if \[ \int f'(u) \psi^2 \le \int | \nabla \psi|^2, \qquad \forall \psi \in C_c^2. \]",2971.0,573c55887ca9b60e,139,9233,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:54.334856+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,38,qa_f1,0.705882,The normalized least mean square (NLMS) algorithm.,The normalized least mean square (NLMS) algorithm is engaged in the PLMS-PPIC method.,1666.4,4408803eff1c7ef7,85,6015,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:54.828906+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,39,qa_f1,0.636364,Del Bigtree and his team at ICAN.,Del Bigtree and his team at ICAN compiled the 88-page letter to the HHS regarding vaccine safety.,226.4,0b169a37f9c0a4c7,97,3885,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:56.205044+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,40,qa_f1,0.2,The focus of the study was on the reactive radical ethynyl (C$_2$H).,C$_2$H,1119.4,525b14809184932b,6,4387,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:56.566450+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,41,qa_f1,0.222222,"Weep Not, Child was first published in 1964.",1964,105.7,44c9b30f7a5334e5,4,2115,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:35:59.013907+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,42,qa_f1,0.266667,The maximum velocity scales with the square root of the amplitude.,"The maximum velocity of the blob or depletion is related to the amplitude of the blob or depletion. For small amplitudes, it follows a linear scaling, while for larger amplitudes, it follows a square root scaling. Specifically, the relationship is given by Eq. \eqref{eq:vmax_theo}:",2179.3,7cb33ee8e91861bf,282,6381,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:02.171873+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,43,qa_f1,0.086957,They are rich in actin and have been shown to be highly dynamic.,A complex network of proteins linking extracellular signals with the actin cytoskeleton.,2888.8,c5ef3163ec72fa64,88,10015,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:04.779393+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,44,qa_f1,0.090909,"There are 14,520 attendees, including 7,152 chemical scientists, 5,059 students, 1,283 exhibitors, 119 precollege teachers, 573 exposition visitors, and 453 guests.","14,520",2339.4,e5a2374db827a0ab,6,8359,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:08.236515+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,45,qa_f1,0.210526,Quill harmed states more than anticipated due to the Internet.,"Justice Kennedy acknowledged that ""the Internet has caused far-reaching systemic and structural changes in the economy"" and therefore ""Quill now harms States to a degree far greater than could have been anticipated earlier."" He concluded with the wish that ""the legal system should find an appropriat",3192.6,5886f1c2062c0f27,344,9708,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:08.710506+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,46,qa_f1,1.0,Environmental fluctuation and uncertainty control the reliance of artificial organisms on plasticity.,Environmental fluctuation and uncertainty control the reliance of artificial organisms on plasticity.,181.7,f88c98681e888e88,101,6448,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:09.339209+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,47,qa_f1,0.514286,"The longerons bow up from the building surface, forming a ""banana"" shape.","The problem encountered when building the fuselage sides is that once straight longerons can bow up from the building surface, forming a ""banana"" shape, especially when using preformed fiberglass parts.",359.2,1a4182b5b814c792,202,7645,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:09.753588+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,48,qa_f1,0.8,Goodwin became a Naval aviator in January 1929.,Goodwin was designated Naval aviator in January 1929.,157.4,a927cdacbac0afa6,53,3179,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:11.050044+08:00,longbench,bf16,auto,qwen-awq,0,multifieldqa_en,49,qa_f1,1.0,48V.,48V,1021.4,262d0c2d7a1f0dcb,3,4166,64,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:12.517019+08:00,longbench,bf16,auto,qwen-awq,0,qasper,0,qa_f1,0.428571,Ground truth is not established in the paper,The ground truth for fake news is not established as a ground truth due to ambiguity and human judgment involved in the categorization process.,1202.5,2dcbc93e3d6ed8c9,143,4091,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:13.836906+08:00,longbench,bf16,auto,qwen-awq,0,qasper,1,qa_f1,0.411765,"extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters | An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.","GhostVLAD is an extension of NetVLAD that adds ghost clusters to map noisy or irrelevant content into separate clusters, reducing their impact on feature aggregation.",1055.8,9d0c016712520e73,166,3428,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:15.411650+08:00,longbench,bf16,auto,qwen-awq,0,qasper,2,qa_f1,0.117647,"the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)",By 68.8% to 71.8%.,1309.0,3e15d46d747231ab,18,4478,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:16.475856+08:00,longbench,bf16,auto,qwen-awq,0,qasper,3,qa_f1,0.333333,using tweets that one has replied or quoted to as contextual information | text sequences of context tweets,Context tweets are proposed as additional features.,803.5,1ba829cd09a31d5d,51,3079,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:18.167144+08:00,longbench,bf16,auto,qwen-awq,0,qasper,4,qa_f1,1.0,"FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney | FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Ne","FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.",1452.6,cf07cb7aaf8e59c1,195,4533,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:19.876822+08:00,longbench,bf16,auto,qwen-awq,0,qasper,5,qa_f1,0.0,Yes | Yes,Unanswerable,1437.7,c5ba2ab88b59682e,12,5578,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:21.731936+08:00,longbench,bf16,auto,qwen-awq,0,qasper,6,qa_f1,0.095238,"Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2",Baseline experiments and evaluation scripts are provided.,1586.3,43fb9ab28bfe1be8,57,5836,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:23.843488+08:00,longbench,bf16,auto,qwen-awq,0,qasper,7,qa_f1,0.352941,"CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum | the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22","CNN/DailyMail, NYT, XSum",1848.4,381a7bbfd45fa865,24,6676,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:25.140427+08:00,longbench,bf16,auto,qwen-awq,0,qasper,8,qa_f1,0.258065,GM$\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.,This approach performs better than other WSD approaches employing word embeddings on benchmark word similarity and entailment datasets.,1027.9,a9ad8389337496b2,135,3571,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
20260901-193344-m5-longbench,2026-09-01T19:36:27.158017+08:00,longbench,bf16,auto,qwen-awq,0,qasper,9,qa_f1,0.0,simply averaging the predictions from the constituent single models,We started with the best performing model according to validation performance. Then in each step we tried adding the best performing model that had not been previously tried. We kept it in the ensemble if it did improve its validation performance and discarded it otherwise.,1753.9,2ab3294505843172,274,5430,128,0,288576,無損基準,0,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260901-193344-m5-longbench/bf16/server.log
